category,term,definition,context
Section25,inhabit,"…に住む、…に生息する（live in / reside in）","Several rare species inhabit this protected forest."
Section25,inhabitant,"住民、居住者（resident / citizen）","The inhabitants of the island rely mainly on fishing."
Section25,rural,"田舎の、農村の（⇔ urban）","Rural communities often lack access to public transportation."
Section25,urban,"都市の（⇔ rural）","Urban areas tend to have higher living costs."
Section25,relocate,"移転する、転居する（move / transfer）","The headquarters will relocate to a larger facility next year."
Section25,accessible,"①近づきやすい ②理解しやすい（reachable / available）","The museum is easily accessible by public transport."
Section25,confine,"…を制限する、閉じ込める（restrict / limit）","The discussion should be confined to the topic at hand."
Section25,migrate,"移住する、移動する（move / relocate）","Many birds migrate south for the winter."
Section25,migration,"移住、移動（movement / relocation）","The migration of workers to cities accelerated after the war."
Section25,domestic,"①国内の（⇔ foreign） ②家庭の","Domestic sales have remained stable despite the recession."
Section25,region,"地域、地方（area / district）","The northern region receives heavy snowfall every winter."
Section25,regional,"地域の、地方の","Regional differences in dialect can cause misunderstandings."
Section25,geography,"地理、地形","The geography of the area makes farming extremely difficult."
Section25,geographic,"地理的な（geographical）","Geographic factors influenced the development of trade routes."
Section25,interior,"内部、内装 形: 内部の（⇔ exterior）","The interior of the cathedral was beautifully decorated."
Section25,exterior,"外部、外観 形: 外部の（⇔ interior）","The exterior of the building was renovated last year."
Section25,surrounding,"周囲の（neighboring / nearby）","The park blends naturally with the surrounding landscape."
Section25,surroundings,"環境、周囲（environment / setting）","It took her a few weeks to adjust to her new surroundings."
Section25,reside,"住む、居住する（live / dwell）","She currently resides in a small apartment near the university."
Section25,residence,"住居、住宅（home / dwelling）","The ambassador's official residence is located downtown."
Section25,resident,"住民、居住者（inhabitant / citizen）","Local residents opposed the construction of the highway."
Section25,headquarters,"本社、本部（main office / head office）","The company's headquarters are located in central Tokyo."
Section25,border,"国境、境界（boundary / frontier）","They crossed the border into the neighboring country."
Section25,landscape,"景観、風景（scenery / terrain）","The landscape of the valley was breathtaking."
Section25,penetrate,"…を貫通する、浸透する（pierce / enter）","Sunlight barely penetrated the thick canopy of trees."
Section25,orient,"…を方向づける、適応させる","New employees need time to orient themselves to the workplace."
Section25,orientation,"①方向づけ ②オリエンテーション ③志向","An orientation session will be held for all new members."
Section25,situated,"位置する（located / placed）","The castle is situated on top of a steep hill."
Section25,outskirts,"郊外、はずれ（suburbs / periphery）","A large shopping mall was built on the outskirts of the city."
Section25,realm,"①領域、分野 ②王国（domain / field）","This discovery opens up a whole new realm of possibility."
Section25,commute,"通勤する 名: 通勤（travel to work）","She commutes an hour each way to the city center."
Section25,compact,"形: 小さくまとまった 動: …を圧縮する","The compact design of the apartment makes efficient use of space."
Section25,proximity,"近接、近いこと（closeness / nearness）","The proximity of the office to the station is a major advantage."
Section25,terrain,"地形、地勢（ground / landscape）","The mountainous terrain made construction extremely challenging."
Section26,consequently,"その結果として（as a result / therefore）","The company cut costs; consequently, profits increased."
Section26,attribute,"動: …のせいにする、帰する 名: 属性、特質","Many attribute the success of the project to strong leadership."
Section26,stem from,"…に起因する、…から生じる（originate from）","The conflict stems from a long history of misunderstanding."
Section26,bring about,"…を引き起こす、…をもたらす（cause / produce）","The new regulations brought about significant changes in the industry."
Section26,give rise to,"…を引き起こす（cause / lead to）","Poor communication can give rise to unnecessary conflicts."
Section26,result in,"（結果として）…になる（lead to / cause）","The heavy rainfall resulted in severe flooding across the region."
Section26,account for,"①…を説明する ②（割合を）占める","Exports account for more than half of the nation's revenue."
Section26,due to,"…のために、…が原因で（because of / owing to）","The flight was delayed due to severe weather conditions."
Section26,contribute to,"…に貢献する、…の一因となる","Regular exercise contributes to better mental health."
Section26,contribution,"①貢献 ②寄付、寄稿","Her contribution to the research was widely recognized."
Section26,factor,"要因、要素（element / component）","Cost is a major factor in the decision-making process."
Section26,outcome,"結果、成果（result / consequence）","The outcome of the election surprised many analysts."
Section26,consequence,"①結果 ②重要性（result / importance）","One consequence of the policy change was a drop in enrollment."
Section26,impact,"名: 影響、衝撃 動: …に影響を与える","The new technology had a profound impact on the manufacturing sector."
Section26,trigger,"動: …の引き金となる 名: 引き金（cause / spark）","A minor incident triggered a series of protests."
Section26,lead to,"…につながる、…を引き起こす（result in / cause）","Lack of sleep can lead to poor concentration at work."
Section26,on account of,"…のせいで、…の理由で（because of / due to）","The match was postponed on account of heavy rain."
Section26,thereby,"それによって（thus / by that means）","He resigned from the committee, thereby allowing a new chair to be appointed."
Section26,hence,"それゆえに、したがって（therefore / thus）","The data was incomplete; hence, the conclusions are tentative."
Section26,thus,"①このようにして ②したがって（therefore）","The experiment failed; thus, they had to start over."
Section26,therefore,"したがって、それゆえ（hence / consequently）","The evidence was insufficient; therefore, the case was dismissed."
Section26,cause,"動: …を引き起こす 名: 原因、大義","Investigators are still trying to determine the cause of the fire."
Section26,effect,"名: 影響、効果 動: …をもたらす","The new law will take effect from next April."
Section26,affect,"…に影響を与える（influence / impact）","The economic downturn affected businesses of all sizes."
Section26,influence,"名: 影響、影響力 動: …に影響を与える","Her mentor had a lasting influence on her career choices."
Section26,derive,"…を得る、由来する（obtain / originate）","The word derives from an ancient Greek term."
Section26,arise,"生じる、起こる（occur / emerge）","New challenges arose during the implementation phase."
Section26,generate,"…を生み出す、発生させる（produce / create）","The campaign generated widespread public interest."
Section26,accordingly,"それに応じて、したがって（correspondingly）","The market shifted, and we adjusted our strategy accordingly."
Section26,yield,"動: ①…を生む ②屈する 名: 産出、収益","The investment yielded a return of eight percent annually."
Section26,induce,"…を誘発する、…を促す（cause / persuade）","Low interest rates may induce consumers to borrow more."
Section26,impose,"（税・制限を）課す、押し付ける（enforce / levy）","The government imposed stricter regulations on emissions."
Section26,provoke,"…を引き起こす、挑発する（trigger / irritate）","His comments provoked an angry response from the audience."
Section26,stimulate,"…を刺激する、活性化する（encourage / boost）","The tax cut was designed to stimulate economic growth."
Section26,underlying,"根本的な、基礎となる（fundamental / basic）","We need to address the underlying causes of the problem."
Section26,correlate,"相関する、関連づける","Research shows that exercise correlates with improved mood."
Section26,correlation,"相関関係（connection / relationship）","There is a strong correlation between education and income levels."
Section26,inevitable,"避けられない、必然の（unavoidable）","Conflict is inevitable when people hold opposing views."
Section26,inevitably,"必然的に、避けられないことに","Costs will inevitably rise as demand increases."
Section26,chain reaction,"連鎖反応","One company's failure set off a chain reaction across the sector."
Section26,in turn,"①順番に ②その結果","Higher wages increase spending, which in turn boosts the economy."
Section26,as a result,"その結果として（consequently）","He missed the deadline; as a result, the contract was canceled."
Section26,owing to,"…のために（due to / because of）","The event was canceled owing to a lack of participants."
Section26,so … that,"あまりに…なので…","The presentation was so compelling that everyone stayed until the end."
Section26,such … that,"非常に…なので…","It was such a complicated issue that no one could resolve it quickly."
Section26,bring on,"…を引き起こす（cause / trigger）","Stress can bring on a variety of health problems."
Section26,set off,"①出発する ②…を引き起こす（trigger）","The alarm was accidentally set off during the rehearsal."
Section26,interact,"交流する、相互に作用する","Researchers studied how the chemicals interact with each other."
Section26,interaction,"相互作用、交流（exchange / interplay）","The interaction between the two departments improved efficiency."
Section26,source,"源、出所（origin / root）","Renewable energy is an important source of clean power."
Section26,origin,"起源、由来（source / beginning）","The origin of the custom dates back centuries."
Section26,originate,"発生する、起源がある（arise / stem from）","The tradition originated in a small fishing village."
Section26,root,"名: 根、根源 動: …を根づかせる","Poverty is at the root of many social problems."
Section26,basis,"基礎、根拠（foundation / ground）","The report forms the basis for further discussion."
Section26,worsen,"悪化する、悪化させる（deteriorate / aggravate）","Air pollution continues to worsen in major urban areas."
Section27,hypothesis,"仮説（theory / assumption）","The researchers developed a hypothesis before conducting the experiment."
Section27,hypothetical,"仮説の、仮定の（theoretical / supposed）","Let us consider a hypothetical situation for this discussion."
Section27,assume,"①…と仮定する ②…を引き受ける","Let us assume that the population continues to grow at the current rate."
Section27,assumption,"仮定、想定（supposition / premise）","The plan is based on the assumption that costs will remain stable."
Section27,suppose,"①…と思う ②…と仮定する（assume / imagine）","Suppose you had unlimited resources; what would you do first?"
Section27,speculate,"推測する、思索する（conjecture / guess）","Analysts speculate that interest rates will rise next quarter."
Section27,speculation,"推測、投機（conjecture / guesswork）","There has been much speculation about the merger."
Section27,anticipate,"…を予期する、見越す（expect / foresee）","We did not anticipate such a strong reaction from the public."
Section27,anticipation,"予想、期待（expectation / foresight）","Sales increased in anticipation of the holiday season."
Section27,unlikely,"ありそうにない（improbable / doubtful）","It is unlikely that the project will be completed on time."
Section27,contingency,"不測の事態、緊急事態（emergency / backup plan）","We should prepare a contingency plan in case of delays."
Section27,in case,"万一…の場合に備えて","Bring an umbrella in case it rains during the trip."
Section27,on condition that,"…という条件で（provided that）","You may leave early on condition that you finish the report."
Section27,given that,"…を考慮すると、…だとすれば","Given that resources are limited, we must prioritize carefully."
Section27,prospect,"①見込み、可能性 ②見通し","The prospect of a pay raise motivated the entire team."
Section27,likelihood,"可能性、見込み（probability / chance）","There is little likelihood of the plan being approved."
Section27,likely,"ありそうな、…しそうな（probable）","She is likely to accept the offer given the attractive salary."
Section27,conceivable,"考えられる、想像できる（imaginable / possible）","It is conceivable that technology will solve this problem within a decade."
Section27,provided that,"…という条件で（on condition that / if）","You may use the facility provided that you follow the safety rules."
Section27,suppose that,"仮に…だとすれば（assuming that）","Suppose that the budget is cut by ten percent; what would change?"
Section27,probable,"ありそうな（likely / plausible）","Rain is probable in the afternoon according to the forecast."
Section27,probability,"確率、可能性（likelihood / chance）","The probability of success increases with thorough preparation."
Section27,predict,"…を予測する（forecast / foresee）","Experts predict that the market will recover by the end of the year."
Section27,prediction,"予測、予言（forecast / projection）","His prediction about the election result turned out to be accurate."
Section27,forecast,"動: …を予測する 名: 予報、予測","The weather forecast indicates clear skies for the weekend."
Section27,foresee,"…を予見する（predict / anticipate）","No one could have foreseen the sudden collapse of the market."
Section27,presume,"…と推定する、…と思う（assume / suppose）","I presume you have already read the memo from yesterday."
Section27,presumably,"おそらく、たぶん（probably / most likely）","She was absent today, presumably because of the flu."
Section27,potential,"形: 潜在的な 名: 可能性、潜在力","The region has enormous potential for tourism development."
Section27,potentially,"潜在的に、もしかすると（possibly）","This chemical is potentially harmful to the environment."
Section27,suspicion,"疑い、容疑（doubt / distrust）","There was growing suspicion that the data had been falsified."
Section27,suspect,"動: …を疑う 名: 容疑者 形: 怪しい","Police suspect that the fire was deliberately set."
Section27,skeptical,"懐疑的な、疑い深い（doubtful / questioning）","Many scientists remain skeptical about the validity of the claim."
Section27,if anything,"どちらかと言えば、むしろ","The situation has not improved; if anything, it has gotten worse."
Section27,what if,"もし…だったらどうなるか","What if the entire system were to fail during the presentation?"
Section27,in the event of,"…の場合には（in case of）","In the event of an emergency, please proceed to the nearest exit."
Section27,premise,"前提（assumption / basis）","The argument is based on a false premise."
Section27,plausible,"もっともらしい、妥当な（credible / reasonable）","She offered a plausible explanation for the discrepancy."
Section27,tentative,"仮の、暫定的な（provisional / preliminary）","We have reached a tentative agreement on the main issues."
Section27,conjecture,"推測、臆測（speculation / guess）","Without further evidence, any conclusion is mere conjecture."
Section27,envision,"…を心に描く、想像する（imagine / picture）","She envisioned a future where everyone has access to clean water."
Section27,project,"動: …を予測する、投影する","The company projects annual revenue growth of five percent."
Section27,projection,"予測、見通し（forecast / estimate）","The financial projections for next year look promising."
Section27,imply,"…を暗示する、意味する（suggest / indicate）","The report implies that further cuts may be necessary."
Section27,infer,"…を推論する（deduce / conclude）","From the data, we can infer that customer satisfaction has declined."
Section27,inference,"推論、推測（deduction / conclusion）","The inference drawn from the survey was that demand is falling."
Section27,speculative,"推測の、投機的な","Much of the article is speculative rather than evidence-based."
Section27,dubious,"疑わしい、怪しい（doubtful / questionable）","The accuracy of the report is dubious at best."
Section27,conceive,"①考え出す ②想像する（imagine / devise）","It is hard to conceive of a world without the internet."
Section27,supposedly,"推定では、おそらく（allegedly / presumably）","The product is supposedly the best-selling item in the category."
Section27,apparent,"①明らかな ②見かけ上の（obvious / seeming）","The apparent cause of the delay was a supply chain disruption."
Section27,apparently,"①明らかに ②見たところ…らしい","Apparently, the meeting has been rescheduled to Friday."
Section27,ought to,"…すべきである、…のはずである","You ought to consider the potential risks before investing."
Section27,convinced,"確信して（certain / sure）","I am convinced that this approach will produce better results."
Section27,certainty,"確実性、確信（confidence / assurance）","There is no certainty that the funding will be approved."
Section28,means,"手段、方法（method / way）","Education is a powerful means of reducing poverty."
Section28,implement,"…を実行する、実施する（execute / carry out）","The company plans to implement the new policy next month."
Section28,implementation,"実施、実行（execution / enforcement）","The implementation of the reforms took longer than expected."
Section28,utilize,"…を活用する、利用する（use / employ）","The project utilizes advanced data analysis techniques."
Section28,utilization,"活用、利用（use / application）","Better utilization of existing resources can save costs."
Section28,adopt,"①…を採用する ②…を養子にする","The board decided to adopt a more aggressive marketing strategy."
Section28,adoption,"①採用 ②養子縁組","The adoption of renewable energy has accelerated in recent years."
Section28,pursue,"…を追求する、遂行する（seek / follow）","She decided to pursue a career in environmental science."
Section28,pursuit,"追求、遂行（quest / search）","The pursuit of excellence requires constant effort."
Section28,objective,"名: 目的、目標（goal / aim） 形: 客観的な","The main objective of the study is to identify risk factors."
Section28,aim,"名: 目的、ねらい 動: …を目指す（goal / target）","Our aim is to improve customer satisfaction by the end of the year."
Section28,strategy,"戦略、方策（plan / approach）","The company revised its long-term growth strategy."
Section28,strategic,"戦略的な、戦略上の","A strategic alliance was formed between the two companies."
Section28,measure,"名: 措置、手段 動: …を測る","The government introduced emergency measures to contain the outbreak."
Section28,approach,"名: 取り組み、方法 動: …に近づく","We need a fresh approach to solve this recurring issue."
Section28,facilitate,"…を容易にする、促進する（ease / promote）","Technology can facilitate communication between remote teams."
Section28,so as to,"…するために（in order to）","He left early so as to avoid the rush-hour traffic."
Section28,in order to,"…するために（so as to / for the purpose of）","She enrolled in the course in order to improve her skills."
Section28,for the sake of,"…のために（for the benefit of）","He sacrificed his free time for the sake of the project."
Section28,with a view to,"…する目的で（with the aim of）","She moved abroad with a view to broadening her horizons."
Section28,by means of,"…によって、…を用いて（through / using）","The data was collected by means of an online survey."
Section28,exploit,"動: ①…を活用する ②…を搾取する 名: 偉業","We must learn to exploit our strengths to gain a competitive edge."
Section28,device,"装置、機器（apparatus / instrument）","This portable device can measure air quality in real time."
Section28,devise,"…を考案する、工夫する（invent / design）","The engineer devised a more efficient cooling system."
Section28,method,"方法、手法（approach / technique）","The researcher employed a qualitative method for the study."
Section28,methodology,"方法論（systematic approach）","The methodology section of the paper describes the research design."
Section28,procedure,"手順、手続き（process / protocol）","Please follow the standard operating procedure."
Section28,technique,"技術、技法（method / skill）","The surgeon demonstrated a new surgical technique."
Section28,mechanism,"仕組み、機構（system / process）","Scientists are studying the mechanism by which the drug works."
Section28,instrument,"①器具、道具 ②楽器（tool / device）","The laboratory is equipped with precision instruments."
Section28,apparatus,"装置、器具（equipment / device）","The breathing apparatus is essential for underwater diving."
Section28,equip,"…を装備する、備え付ける（furnish / supply）","The classroom is equipped with the latest audiovisual tools."
Section28,equipment,"設備、備品（gear / apparatus）","Proper safety equipment must be worn at all times on site."
Section28,apply,"①…を適用する ②申し込む ③当てはまる","You can apply the same principle to a variety of situations."
Section28,application,"①適用、応用 ②申請 ③アプリ","The practical application of this theory is still being explored."
Section28,resource,"資源、資料（asset / material）","The organization lacks the resources to expand overseas."
Section28,resort,"動: 頼る（turn to） 名: ①行楽地 ②手段","We had to resort to manual labor when the machinery broke down."
Section28,resort to,"…に頼る、…に訴える","You should not resort to dishonest methods to achieve your goals."
Section28,exert,"（力・影響を）及ぼす、発揮する","She exerted considerable influence over the committee's decision."
Section28,cope with,"…に対処する、…を乗り切る（deal with / handle）","Small businesses struggled to cope with the sudden rise in costs."
Section28,deal with,"…に対処する、…を扱う（handle / manage）","The manager had to deal with several complaints in one day."
Section28,tackle,"…に取り組む（address / deal with）","The city is tackling the housing shortage with new building projects."
Section28,strive,"努力する、奮闘する（endeavor / try hard）","She strives to maintain a healthy work-life balance."
Section28,endeavor,"名: 努力、試み 動: 努力する（strive / attempt）","The team will endeavor to meet the tight deadline."
Section28,attain,"…を達成する、獲得する（achieve / accomplish）","She finally attained her goal of earning a doctoral degree."
Section28,accomplish,"…を成し遂げる（achieve / complete）","We accomplished everything on the agenda within two hours."
Section28,fulfil,"…を果たす、実現する（carry out / satisfy）","The company fulfilled all the terms of the contract."
Section28,fulfillment,"達成、遂行、充実感（completion / satisfaction）","He found a deep sense of fulfillment in his volunteer work."
Section28,venture,"名: 冒険的事業 動: 思い切って…する","Starting a new venture in a foreign country requires courage."
Section28,initiative,"①主導権、率先 ②新たな取り組み","She took the initiative and organized the charity event herself."
Section28,undertake,"…を引き受ける、着手する（take on / embark on）","The firm undertook a comprehensive review of its hiring process."
Section28,execute,"…を実行する、遂行する（carry out / perform）","The plan was executed flawlessly by the entire team."
Section28,channel,"動: …を向ける 名: 経路、チャネル","She channeled her frustration into productive work."
Section28,leverage,"動: …を活用する 名: 影響力、てこ","The company leveraged its brand reputation to enter new markets."
Section28,allocate,"…を割り当てる、配分する（assign / distribute）","The budget was allocated evenly across all departments."
Section29,abstract,"形: 抽象的な（⇔ concrete） 名: 要約","The concept is too abstract to explain in simple terms."
Section29,concrete,"形: 具体的な（⇔ abstract） 名: コンクリート","Can you provide concrete examples to support your argument?"
Section29,inherent,"固有の、内在する（intrinsic / built-in）","There are inherent risks in any kind of investment."
Section29,fundamental,"根本的な、基本的な（basic / essential）","Freedom of speech is a fundamental right in a democratic society."
Section29,notion,"概念、考え（concept / idea）","The notion that hard work always leads to success is widely held."
Section29,perspective,"見方、観点（viewpoint / angle）","Looking at the issue from a historical perspective provides new insights."
Section29,phenomenon,"現象（occurrence / event）","Global warming is a phenomenon that affects every continent."
Section29,paradox,"逆説、矛盾（contradiction）","It is a paradox that increased wealth sometimes reduces happiness."
Section29,analogy,"類推、たとえ（comparison / parallel）","The teacher used an analogy to explain the complex theory."
Section29,ambiguous,"あいまいな、多義的な（vague / unclear）","The contract contains several ambiguous clauses that need clarification."
Section29,ambiguity,"あいまいさ、多義性（vagueness / uncertainty）","The ambiguity of the regulation has caused confusion."
Section29,coherent,"首尾一貫した、論理的な（logical / consistent）","She presented a coherent argument that convinced the panel."
Section29,rational,"合理的な、理性的な（logical / reasonable）","We need to make a rational decision based on the available data."
Section29,valid,"①正当な、妥当な ②有効な（legitimate / sound）","Your passport must be valid for at least six months."
Section29,context,"文脈、状況（background / setting）","The meaning of the word changes depending on the context."
Section29,principle,"原則、原理（rule / fundamental truth）","The design follows the basic principles of sustainability."
Section29,dimension,"①次元 ②側面（aspect） ③寸法","The project has both a technical and a human dimension."
Section29,comprehensive,"包括的な、総合的な（thorough / all-inclusive）","The report provides a comprehensive analysis of the market."
Section29,legitimate,"合法的な、正当な（lawful / valid）","The company has a legitimate claim to the intellectual property."
Section29,rigid,"硬い、厳格な（strict / inflexible）","The school enforces a rigid dress code for all students."
Section29,superficial,"表面的な、浅薄な（shallow / surface-level）","A superficial reading of the text misses the deeper meaning."
Section29,concept,"概念、考え（idea / notion）","The concept of sustainability has evolved significantly."
Section29,criteria,"基準（複数形）（standards / benchmarks）","Applicants must meet all the specified criteria to qualify."
Section29,criterion,"基準（単数形）（standard / benchmark）","The main criterion for selection is relevant work experience."
Section29,essence,"本質、要素（core / nature）","The essence of the argument is that prevention is better than cure."
Section29,essential,"不可欠な、本質的な（vital / necessary）","Good communication skills are essential for effective teamwork."
Section29,norm,"規範、基準（standard / convention）","Working from home has become the norm in many industries."
Section29,normal,"正常な、普通の（usual / standard）","Operations returned to normal within a few days."
Section29,ethical,"倫理的な、道徳的な（moral / principled）","The company is committed to ethical business practices."
Section29,ethics,"倫理学、倫理観（morals / moral principles）","The course covers the ethics of artificial intelligence."
Section29,ideology,"イデオロギー、思想体系","Political ideology shapes how people interpret economic data."
Section29,insight,"洞察、見識（understanding / perception）","The survey provided valuable insights into consumer behavior."
Section29,insightful,"洞察力のある（perceptive / revealing）","Her analysis was remarkably insightful and well-structured."
Section29,relevant,"関連のある、適切な（applicable / pertinent）","Please include only information that is relevant to the topic."
Section29,relevance,"関連性、適切さ（pertinence / applicability）","The relevance of the study to current policy cannot be overstated."
Section29,explicit,"明示的な、明確な（clear / direct ⇔ implicit）","The contract includes explicit instructions about the payment schedule."
Section29,implicit,"暗黙の、含みのある（implied ⇔ explicit）","There was an implicit understanding that the deal would proceed."
Section29,vague,"漠然とした、あいまいな（unclear / imprecise）","His explanation was too vague to be of any practical use."
Section29,objective,"形: 客観的な（⇔ subjective） 名: 目的","We need an objective assessment of the project's progress."
Section29,subjective,"主観的な（⇔ objective / personal）","Taste in art is largely subjective and varies by individual."
Section29,premise,"前提、根拠（assumption / basis）","The entire argument rests on a flawed premise."
Section29,contradiction,"矛盾、反論（inconsistency / conflict）","There is a clear contradiction between his words and actions."
Section29,contradict,"…と矛盾する、反論する（conflict / oppose）","The new findings contradict the results of the earlier study."
Section29,arbitrary,"恣意的な、任意の（random / subjective）","The selection process appeared to be completely arbitrary."
Section29,distinct,"①はっきりした ②独自の（clear / separate）","There is a distinct difference between the two proposals."
Section29,distinction,"①区別 ②卓越（difference / excellence）","The distinction between fact and opinion is not always clear."
Section29,framework,"枠組み、構造（structure / system）","The research was conducted within a theoretical framework."
Section29,scope,"範囲、領域（range / extent）","The scope of the investigation has been expanded."
Section29,integrate,"…を統合する（combine / unify）","The company plans to integrate the two departments."
Section29,integration,"統合（unification / combination）","European integration has progressed significantly since the 1950s."
Section29,aspect,"側面、局面（facet / dimension）","We examined every aspect of the proposal before making a decision."
Section29,constitute,"…を構成する（make up / form）","Women constitute nearly half of the workforce."
Section29,genuine,"本物の、心からの（authentic / sincere）","The painting was confirmed to be a genuine masterpiece."
Section29,integrity,"①誠実さ ②完全性（honesty / completeness）","He is known for his integrity and fair judgment."
Section29,significance,"重要性、意義（importance / meaning）","The historical significance of the event is well documented."
Section29,significant,"重要な、意義のある（important / meaningful）","The discovery marked a significant breakthrough in the field."
Section30,come up with,"…を思いつく、考え出す（devise / invent）","The team came up with an innovative solution to the problem."
Section30,carry out,"…を実行する、遂行する（execute / perform）","The engineers carried out a series of tests on the prototype."
Section30,put off,"…を延期する（postpone / delay）","We had to put off the meeting until next week due to scheduling conflicts."
Section30,turn down,"①…を断る（reject） ②…の音量を下げる","She turned down the job offer because of the low salary."
Section30,make up for,"…を補う、埋め合わせる（compensate for）","He worked overtime to make up for the lost hours."
Section30,look into,"…を調査する（investigate / examine）","The committee is looking into the cause of the data breach."
Section30,run into,"①…に偶然出会う ②…に直面する","We ran into several unexpected problems during the development phase."
Section30,take over,"…を引き継ぐ、支配する（assume control of）","She will take over as manager when he retires next month."
Section30,break down,"①故障する ②分解する ③打破する","The car broke down on the highway during the morning commute."
Section30,figure out,"…を理解する、解明する（understand / solve）","It took me hours to figure out how the new software works."
Section30,keep up with,"…に遅れずについていく（stay abreast of）","It is difficult to keep up with the rapid pace of technological change."
Section30,do away with,"…を廃止する、なくす（abolish / eliminate）","The school decided to do away with the outdated grading system."
Section30,set out,"①出発する ②着手する ③述べる","He set out to prove that the theory was fundamentally flawed."
Section30,bring up,"①…を育てる ②…を話題に出す（raise / mention）","She brought up an important issue during the board meeting."
Section30,stand for,"①…を表す ②…を支持する ③…を我慢する","The abbreviation AI stands for artificial intelligence."
Section30,turn out,"①（結果として）…になる ②来場する","The project turned out to be far more complex than anticipated."
Section30,come across,"…に偶然出くわす（encounter / stumble upon）","I came across an interesting article while browsing the internet."
Section30,get along with,"…と仲良くやっていく（have a good relationship with）","She gets along with all of her colleagues at the office."
Section30,give up,"…をあきらめる、やめる（abandon / quit）","He refused to give up despite numerous setbacks."
Section30,go over,"…を詳しく調べる、見直す（review / examine）","Let us go over the budget proposal one more time before submitting it."
Section30,pick out,"…を選び出す、見分ける（select / identify）","Can you pick out the relevant data from this spreadsheet?"
Section30,make out,"①…を理解する ②…を判別する（understand / distinguish）","I could not make out what the sign said from such a distance."
Section30,put forward,"…を提案する（propose / suggest）","The committee put forward a new plan for urban renewal."
Section30,set up,"①…を設立する ②…を準備する（establish / arrange）","They set up a task force to address the environmental issue."
Section30,work out,"①うまくいく ②…を解く ③運動する","Things did not work out as we had originally planned."
Section30,hand over,"…を引き渡す、手渡す（transfer / deliver）","The outgoing director handed over all the documents to her successor."
Section30,lay out,"①…を並べる ②…を説明する（arrange / explain）","The consultant laid out a detailed roadmap for the transformation."
Section30,hold on,"①待つ ②しっかりつかまる（wait / grip）","Hold on for a moment while I check the latest figures."
Section30,leave out,"…を省く、除外する（omit / exclude）","Several key details were left out of the final report."
Section30,phase out,"…を段階的に廃止する（gradually eliminate）","The government plans to phase out subsidies for fossil fuels."
Section30,narrow down,"…を絞り込む（reduce / limit）","We managed to narrow down the list of candidates to three."
Section30,point out,"…を指摘する（indicate / highlight）","The auditor pointed out several inconsistencies in the accounts."
Section30,rule out,"…を除外する、排除する（exclude / eliminate）","We cannot rule out the possibility of further delays."
Section30,sort out,"…を整理する、解決する（organize / resolve）","It took weeks to sort out the confusion caused by the system error."
Section30,back up,"①…を支持する ②バックアップする（support / copy）","Make sure to back up your files before updating the software."
Section30,step down,"辞任する、退く（resign / step aside）","The chairman decided to step down after twenty years in the role."
Section30,cut back on,"…を削減する（reduce / decrease）","The organization cut back on travel expenses to save money."
Section30,fill in,"①…に記入する ②…の代理をする","Please fill in your name and address on the application form."
Section30,take on,"①…を引き受ける ②…を雇う（assume / hire）","She took on additional responsibilities after the reorganization."
Section30,call for,"①…を求める ②…を必要とする（require / demand）","The situation calls for immediate action from the authorities."
Section30,come about,"起こる、生じる（happen / occur）","How did the misunderstanding come about in the first place?"
Section30,go through,"①…を経験する ②…を詳しく調べる（experience / review）","The company went through a major restructuring last year."
Section30,pull off,"…をうまくやり遂げる（accomplish / achieve）","Despite the tight schedule, the team pulled off a successful launch."
Section30,draw up,"…を作成する（draft / prepare）","The lawyers drew up a new contract for the partnership."
Section30,follow up,"…を追跡調査する、フォローする","We need to follow up with the client regarding the proposal."
Section30,wrap up,"…をまとめる、終える（conclude / finish）","Let us wrap up the discussion and move to the next topic."
Section30,shut down,"…を閉鎖する、停止する（close / cease operations）","The factory was shut down due to safety violations."
Section30,scale up,"…を拡大する（expand / increase）","The startup plans to scale up production by the end of the year."
Section30,wipe out,"…を全滅させる、一掃する（destroy / eliminate）","The hurricane nearly wiped out the entire coastal village."
Section30,give away,"①…をただで与える ②…を漏らす","The company gave away free samples to promote the new product."
Section30,stick to,"…を守る、固執する（adhere to / maintain）","We should stick to the original schedule as much as possible."
Section30,take apart,"…を分解する（disassemble / dismantle）","The technician took apart the device to locate the defect."
Section30,touch on,"…に触れる、言及する（mention / refer to）","The speaker briefly touched on the implications of the new policy."
Section30,map out,"…を詳しく計画する（plan / outline）","The team mapped out a strategy for the product launch."
Section30,opt for,"…を選ぶ（choose / decide on）","Most participants opted for the advanced course."
Section31,put up with,"…を我慢する（tolerate / endure）","I can no longer put up with the constant noise from construction."
Section31,live up to,"（期待に）応える（meet / satisfy）","The sequel did not live up to the expectations set by the original."
Section31,look down on,"…を見下す（despise / scorn ⇔ look up to）","You should never look down on others because of their background."
Section31,make fun of,"…をからかう（mock / ridicule）","It is wrong to make fun of someone for making a mistake."
Section31,take advantage of,"①…を利用する ②…につけこむ","Students should take advantage of the free tutoring services."
Section31,get rid of,"…を取り除く、処分する（eliminate / remove）","We need to get rid of the outdated equipment in the storage room."
Section31,take ... into account,"…を考慮に入れる（consider / factor in）","You should take the cultural differences into account when negotiating."
Section31,look forward to,"…を楽しみに待つ（anticipate with pleasure）","I look forward to hearing from you at your earliest convenience."
Section31,catch up with,"…に追いつく（keep pace with）","She studied hard to catch up with her classmates after the absence."
